timestamp,longitude,latitude,projection_lat,projection_lon,linkPVID
1475314005.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314009.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314013.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314015.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314019.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314022.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314025.0,108.97641999999999,34.277409999999996,34.277448100270384,108.97641800973808,264110605.0
1475314028.0,108.97653999999999,34.27742,34.27745243109214,108.9765383059668,264110605.0
1475314031.0,108.97653999999999,34.27742,34.27745243109214,108.9765383059668,264110605.0
1475314034.0,108.97653999999999,34.27742,34.27745243109214,108.9765383059668,264110605.0
1475314037.0,108.97653999999999,34.27742,34.27745243109214,108.9765383059668,264110605.0
1475314040.0,108.97667,34.27742,34.27745710234591,108.97666806198356,264110605.0
1475314043.0,108.97667,34.27742,34.27745710234591,108.97666806198356,264110605.0
1475314046.0,108.97686000000002,34.27742,34.277463929316525,108.97685770543137,264110605.0
1475314049.0,108.97686000000002,34.27742,34.277463929316525,108.97685770543137,264110605.0
1475314052.0,108.977,34.277429999999995,34.277468978297364,108.97699796413305,264110605.0
1475314055.0,108.977,34.277429999999995,34.277468978297364,108.97699796413305,264110605.0
1475314058.0,108.977,34.277429999999995,34.277468978297364,108.97699796413305,264110605.0
1475314061.0,108.97708999999999,34.277429999999995,34.27747221192051,108.9770877952614,264110605.0
1475314064.0,108.97708999999999,34.277429999999995,34.27747221192051,108.9770877952614,264110605.0
1475314067.0,108.97708999999999,34.277429999999995,34.27747221192051,108.9770877952614,264110605.0
1475314070.0,108.97708999999999,34.277429999999995,34.27747221192051,108.9770877952614,264110605.0
1475314073.0,108.97724,34.27744000000001,34.277465696641556,108.97725616987478,245286918.0
1475314076.0,108.9774,34.27744000000001,34.27741117808599,108.97738185088748,245286918.0
1475314079.0,108.97753,34.27752,34.27746200209301,108.97756873633841,466073965.0
1475314082.0,108.97753,34.27752,34.27746200209301,108.97756873633841,466073965.0
1475314085.0,108.97743,34.27752,34.27742680161574,108.97749224302127,466073965.0
1475314088.0,108.97729,34.27752,34.277485270478486,108.97729602380478,28259928.0
1475314091.0,108.97729,34.27752,34.277485270478486,108.97729602380478,28259928.0
1475314094.0,108.97702,34.27751,34.27746984703405,108.97702209774778,264110605.0
1475314097.0,108.97688000000001,34.27751,34.27746481685531,108.97688236058592,264110605.0
1475314100.0,108.97688000000001,34.27751,34.27746481685531,108.97688236058592,264110605.0
1475314103.0,108.97663999999999,34.27751,34.27745619332211,108.97664281122377,264110605.0
1475314106.0,108.97648000000001,34.27751,34.27745044404059,108.97648311168972,264110605.0
1475314109.0,108.97648000000001,34.27751,34.27745044404059,108.97648311168972,264110605.0
1475314112.0,108.97636000000001,34.2775,34.277446113169155,108.9763628155898,264110605.0
1475314115.0,108.97636000000001,34.2775,34.277446113169155,108.9763628155898,264110605.0
1475314118.0,108.97616000000001,34.2775,34.27743892607919,108.97616319122518,264110605.0
